Año,Región,Canal,Tipo,Métrica,A,B,C,D,E,AVG,AVG_otros,diferencia,diferencia_porcentaje
2013,North America,3 - Privada,d - Cuota,3 - d - Market Share (%),0.0,0.2,0.8,0.0,0.0,0.2,0.25,-0.25,-1.0
2013,North America,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),0.0,4.5,4.7,0.0,0.0,1.8399999999999999,2.3,-2.3,-1.0
2013,Europe-Africa,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),154944.0,114985.0,118495.0,59780.0,128635.0,115367.8,129264.75,-69484.75,-0.537538269327098
2013,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,6.0,3.0,3.0,5.0,4.4,4.75,-1.75,-0.3684210526315789
2013,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),64.0,61.0,65.0,61.0,65.0,63.2,63.75,-2.75,-0.043137254901960784
2013,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),69.0,67.0,68.0,64.0,70.0,67.6,68.5,-4.5,-0.06569343065693431
2013,Europe-Africa,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),219.0,257.0,-108.0,-405.0,-55.0,-18.4,78.25,-483.25,-6.175718849840256
2013,Europe-Africa,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),2202.0,1628.0,1931.0,1385.0,2034.0,1836.0,1948.75,-563.75,-0.28928800513149455
2013,Europe-Africa,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),2421.0,1885.0,1823.0,980.0,1979.0,1817.6,2027.0,-1047.0,-0.5165268870251604
2013,Europe-Africa,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.2664,0.2074,0.2006,0.1078,0.2178,0.2,0.22305,-0.11524999999999999,-0.516700291414481
2013,Europe-Africa,1 - Mayorista,e - Calidad,1 - e - Model Availability,200.0,299.4,250.0,191.4,249.9,238.14000000000001,249.825,-58.42499999999998,-0.2338637045932152
2013,Europe-Africa,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),4.8,5.4,5.7,5.6,6.5,5.6,5.6,0.0,0.0
2013,Europe-Africa,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),2.0,3.0,2.0,1.0,2.0,2.0,2.25,-1.25,-0.5555555555555556
2013,Europe-Africa,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,4210.0,1628.0,2982.0,995.0,3144.0,2591.8,2991.0,-1996.0,-0.6673353393513874
2013,Europe-Africa,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),7000.0,4000.0,7500.0,6000.0,6750.0,6250.0,6312.5,-312.5,-0.04950495049504951
2013,Europe-Africa,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),15000.0,10000.0,14000.0,10000.0,13500.0,12500.0,13125.0,-3125.0,-0.23809523809523808
2013,Europe-Africa,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),69.0,66.0,78.0,75.0,83.0,74.2,74.0,1.0,0.013513513513513514
2013,Europe-Africa,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,65.0,185.0,50.0,150.0,45.0,99.0,86.25,63.75,0.7391304347826086
2013,Europe-Africa,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),39794.0,51800.0,42432.0,28808.0,36259.0,39818.6,42571.25,-13763.25,-0.3232991749126464
2013,Europe-Africa,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),98.5,100.0,96.0,104.0,101.0,99.9,98.875,5.125,0.051833122629582805
2013,Europe-Africa,2 - Internet,c - Volumen,2 - c - Online Orders (000s),404.0,518.0,442.0,277.0,359.0,400.0,430.75,-153.75,-0.3569355774811376
2013,Europe-Africa,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),404.0,518.0,442.0,277.0,359.0,400.0,430.75,-153.75,-0.3569355774811376
2013,Europe-Africa,2 - Internet,d - Cuota,2 - d - Market Share (%),0.202,0.259,0.221,0.1385,0.1795,0.2,0.215375,-0.076875,-0.3569355774811375
2013,Europe-Africa,2 - Internet,e - Calidad,2 - e - Model Availability,200.0,299.4,250.0,191.4,249.9,238.14000000000001,249.825,-58.42499999999998,-0.2338637045932152
2013,Europe-Africa,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),4.8,5.4,5.7,5.6,6.5,5.6,5.6,0.0,0.0
2013,Europe-Africa,2 - Internet,f - Marketing,2 - f - Free Shipping,1.0,1.0,0.0,0.0,0.0,0.4,0.5,-0.5,-1.0
2013,Europe-Africa,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),15000.0,10000.0,14000.0,10000.0,13500.0,12500.0,13125.0,-3125.0,-0.23809523809523808
2013,Europe-Africa,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),69.0,66.0,78.0,75.0,83.0,74.2,74.0,1.0,0.013513513513513514
2013,Europe-Africa,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,65.0,185.0,50.0,150.0,45.0,99.0,86.25,63.75,0.7391304347826086
2013,Europe-Africa,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),8000.0,8500.0,10500.0,8250.0,7500.0,8550.0,8625.0,-375.0,-0.043478260869565216
2013,Europe-Africa,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),0.0,24120.0,34100.0,0.0,0.0,11644.0,14555.0,-14555.0,-1.0
2013,Europe-Africa,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),0.0,45.0,44.0,0.0,0.0,17.8,22.25,-22.25,-1.0
2013,Europe-Africa,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),0.0,536.0,775.0,0.0,0.0,262.2,327.75,-327.75,-1.0
2013,Europe-Africa,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),0.0,536.0,775.0,0.0,0.0,262.2,327.75,-327.75,-1.0
2013,Europe-Africa,3 - Privada,d - Cuota,3 - d - Market Share (%),0.0,0.393,0.568,0.0,0.0,0.19219999999999998,0.24025,-0.24025,-1.0
2013,Europe-Africa,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),0.0,4.7,4.7,0.0,0.0,1.8800000000000001,2.35,-2.35,-1.0
2013,Asia-Pacifc,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),82280.0,67203.0,56133.0,134624.0,97470.0,87542.0,75771.5,58852.5,0.7767102406577671
2013,Asia-Pacifc,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,4.0,0.0,4.0,5.0,3.6,3.5,0.5,0.14285714285714285
2013,Asia-Pacifc,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),55.0,57.0,63.0,56.0,57.0,57.6,58.0,-2.0,-0.034482758620689655
2013,Asia-Pacifc,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),60.0,61.0,63.0,60.0,62.0,61.2,61.5,-1.5,-0.024390243902439025
2013,Asia-Pacifc,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),2.0,157.0,-25.0,-3.0,-131.0,0.0,0.75,-3.75,-5.0
2013,Asia-Pacifc,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),1494.0,1022.0,916.0,2407.0,1841.0,1536.0,1318.25,1088.75,0.8259055566091409
2013,Asia-Pacifc,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1496.0,1179.0,891.0,2404.0,1710.0,1536.0,1319.0,1085.0,0.8225928733889311
2013,Asia-Pacifc,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.1948,0.1535,0.116,0.313,0.2227,0.2,0.17175,0.14125,0.8224163027656476
2013,Asia-Pacifc,1 - Mayorista,e - Calidad,1 - e - Model Availability,200.0,294.5,249.7,200.0,249.9,238.82000000000002,248.525,-48.525000000000006,-0.1952519867216578
2013,Asia-Pacifc,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),4.8,5.2,5.7,5.7,6.5,5.58,5.55,0.15000000000000036,0.02702702702702709
2013,Asia-Pacifc,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),2.0,3.0,3.0,2.0,2.0,2.4,2.5,-0.5,-0.2
2013,Asia-Pacifc,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,1949.0,607.0,1192.0,3872.0,2139.0,1951.8,1471.75,2400.25,1.6308816035332088
2013,Asia-Pacifc,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),5000.0,1500.0,5750.0,6000.0,5250.0,4700.0,4375.0,1625.0,0.37142857142857144
2013,Asia-Pacifc,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),16000.0,3500.0,8000.0,15000.0,12500.0,11000.0,10000.0,5000.0,0.5
2013,Asia-Pacifc,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),69.0,66.0,78.0,75.0,83.0,74.2,74.0,1.0,0.013513513513513514
2013,Asia-Pacifc,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,60.0,130.0,60.0,160.0,100.0,102.0,87.5,72.5,0.8285714285714286
2013,Asia-Pacifc,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),34888.0,21330.0,25365.0,40837.0,32922.0,31068.4,28626.25,12210.75,0.42655779223614687
2013,Asia-Pacifc,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),89.0,90.0,89.0,97.0,93.0,91.6,90.25,6.75,0.07479224376731301
2013,Asia-Pacifc,2 - Internet,c - Volumen,2 - c - Online Orders (000s),392.0,237.0,285.0,421.0,354.0,337.8,317.0,104.0,0.3280757097791798
2013,Asia-Pacifc,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),392.0,237.0,285.0,421.0,354.0,337.8,317.0,104.0,0.3280757097791798
2013,Asia-Pacifc,2 - Internet,d - Cuota,2 - d - Market Share (%),0.2321,0.1403,0.1687,0.2493,0.2096,0.2,0.187675,0.061624999999999985,0.3283601971493272
2013,Asia-Pacifc,2 - Internet,e - Calidad,2 - e - Model Availability,200.0,294.5,249.7,200.0,249.9,238.82000000000002,248.525,-48.525000000000006,-0.1952519867216578
2013,Asia-Pacifc,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),4.8,5.2,5.7,5.7,6.5,5.58,5.55,0.15000000000000036,0.02702702702702709
2013,Asia-Pacifc,2 - Internet,f - Marketing,2 - f - Free Shipping,1.0,0.0,0.0,1.0,0.0,0.4,0.25,0.75,3.0
2013,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),16000.0,3500.0,8000.0,15000.0,12500.0,11000.0,10000.0,5000.0,0.5
2013,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),69.0,66.0,78.0,75.0,83.0,74.2,74.0,1.0,0.013513513513513514
2013,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,60.0,130.0,60.0,160.0,100.0,102.0,87.5,72.5,0.8285714285714286
2013,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),6000.0,3000.0,6000.0,8000.0,5500.0,5700.0,5125.0,2875.0,0.5609756097560976
2013,Asia-Pacifc,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),0.0,21150.0,23040.0,0.0,15366.0,11911.2,14889.0,-14889.0,-1.0
2013,Asia-Pacifc,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),0.0,45.0,40.0,0.0,39.0,24.8,31.0,-31.0,-1.0
2013,Asia-Pacifc,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),0.0,573.0,957.0,0.0,394.0,384.8,481.0,-481.0,-1.0
2013,Asia-Pacifc,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),0.0,470.0,576.0,0.0,394.0,288.0,360.0,-360.0,-1.0
2013,Asia-Pacifc,3 - Privada,d - Cuota,3 - d - Market Share (%),0.0,0.326,0.4,0.0,0.274,0.2,0.25,-0.25,-1.0
2013,Asia-Pacifc,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),0.0,4.7,4.6,0.0,4.5,2.7600000000000002,3.45,-3.45,-1.0
2013,Latin America,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),91378.0,108885.0,69930.0,110105.0,100223.0,96104.2,92604.0,17501.0,0.1889875167379379
2013,Latin America,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),4.0,6.0,0.0,4.0,5.0,3.8,3.75,0.25,0.06666666666666667
2013,Latin America,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),61.0,61.0,63.0,61.0,61.0,61.4,61.5,-0.5,-0.008130081300813009
2013,Latin America,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),65.0,67.0,63.0,65.0,66.0,65.2,65.25,-0.25,-0.0038314176245210726
2013,Latin America,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),72.0,86.0,-166.0,-70.0,79.0,0.2,17.75,-87.75,-4.943661971830986
2013,Latin America,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),1426.0,1699.0,1276.0,1875.0,1564.0,1568.0,1491.25,383.75,0.2573344509639564
2013,Latin America,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1498.0,1785.0,1110.0,1805.0,1643.0,1568.2,1509.0,296.0,0.19615639496355203
2013,Latin America,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.191,0.2276,0.1416,0.2302,0.2095,0.19998,0.192425,0.037774999999999975,0.19631025074704417
2013,Latin America,1 - Mayorista,e - Calidad,1 - e - Model Availability,200.0,299.7,250.0,200.0,250.0,239.94,249.925,-49.92500000000001,-0.19975992797839356
2013,Latin America,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),5.0,5.8,5.8,5.6,6.3,5.700000000000001,5.7250000000000005,-0.1250000000000009,-0.02183406113537133
2013,Latin America,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),2.0,3.0,3.0,2.0,3.0,2.6,2.75,-0.75,-0.2727272727272727
2013,Latin America,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,1734.0,569.0,792.0,1696.0,1126.0,1183.4,1055.25,640.75,0.6072020848140252
2013,Latin America,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),4000.0,1500.0,4750.0,7000.0,4500.0,4350.0,3687.5,3312.5,0.8983050847457628
2013,Latin America,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),9000.0,12000.0,8000.0,10000.0,10000.0,9800.0,9750.0,250.0,0.02564102564102564
2013,Latin America,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),69.0,66.0,78.0,75.0,83.0,74.2,74.0,1.0,0.013513513513513514
2013,Latin America,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,40.0,155.0,95.0,135.0,65.0,98.0,88.75,46.25,0.5211267605633803
2013,Latin America,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),28888.0,43300.0,32396.0,27615.0,29304.0,32300.6,33472.0,-5857.0,-0.17498207456978968
2013,Latin America,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),92.0,100.0,89.0,105.0,99.0,97.0,95.0,10.0,0.10526315789473684
2013,Latin America,2 - Internet,c - Volumen,2 - c - Online Orders (000s),314.0,433.0,364.0,263.0,296.0,334.0,351.75,-88.75,-0.2523098791755508
2013,Latin America,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),314.0,433.0,364.0,263.0,296.0,334.0,351.75,-88.75,-0.2523098791755508
2013,Latin America,2 - Internet,d - Cuota,2 - d - Market Share (%),0.188,0.2593,0.218,0.1575,0.1772,0.2,0.210625,-0.053125000000000006,-0.2522255192878338
2013,Latin America,2 - Internet,e - Calidad,2 - e - Model Availability,200.0,299.7,250.0,200.0,250.0,239.94,249.925,-49.92500000000001,-0.19975992797839356
2013,Latin America,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),5.0,5.8,5.8,5.6,6.3,5.700000000000001,5.7250000000000005,-0.1250000000000009,-0.02183406113537133
2013,Latin America,2 - Internet,f - Marketing,2 - f - Free Shipping,1.0,1.0,0.0,0.0,0.0,0.4,0.5,-0.5,-1.0
2013,Latin America,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),9000.0,12000.0,8000.0,10000.0,10000.0,9800.0,9750.0,250.0,0.02564102564102564
2013,Latin America,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),69.0,66.0,78.0,75.0,83.0,74.2,74.0,1.0,0.013513513513513514
2013,Latin America,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,40.0,155.0,95.0,135.0,65.0,98.0,88.75,46.25,0.5211267605633803
2013,Latin America,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),5000.0,4000.0,6000.0,7500.0,5000.0,5500.0,5000.0,2500.0,0.5
2013,Latin America,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),0.0,26200.0,7640.0,0.0,0.0,6768.0,8460.0,-8460.0,-1.0
2013,Latin America,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),0.0,50.0,40.0,0.0,0.0,18.0,22.5,-22.5,-1.0
2013,Latin America,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),0.0,524.0,191.0,0.0,0.0,143.0,178.75,-178.75,-1.0
2013,Latin America,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),0.0,524.0,191.0,0.0,0.0,143.0,178.75,-178.75,-1.0
2013,Latin America,3 - Privada,d - Cuota,3 - d - Market Share (%),0.0,0.364,0.133,0.0,0.0,0.0994,0.12425,-0.12425,-1.0
2013,Latin America,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),0.0,4.5,4.6,0.0,0.0,1.8199999999999998,2.275,-2.275,-1.0
